2010-09-30	34	 0
2010-10-01	571	 0
2010-10-02	1120	 0
2010-10-02	1120	 0
2010-10-02	1120	 0
2010-10-02	1125	 0
2010-10-02	1126	 0
2010-10-02	9191	 0
2010-10-02	9193	 0
2010-10-04	9193	 0
2010-10-04	9227	 0
2010-10-04	9232	 0
2010-10-04	9234	 0
2010-10-05	9230	 0
2010-10-05	9242	 0
2010-10-05	9248	 0
2010-10-05	9249	 0
2010-10-06	10399	 0
2010-10-06	9249	 0
2010-10-06	9250	 0
2010-10-06	9250	 0
2010-10-06	9322	 0
2010-10-06	9347	 0
2010-10-06	9361	 0
2010-10-06	9390	 0
2010-10-06	9401	 0
2010-10-06	9405	 0
2010-10-06	9429	 0
2010-10-06	9491	 0
2010-10-06	9509	 0
2010-10-06	9510	 0
2010-10-07	10318	 0
2010-10-07	10398	 0
2010-10-07	10430	 0
2010-10-07	10439	 0
2010-10-07	10439	 0
2010-10-07	10442	 0
2010-10-07	17199	 0
2010-10-07	9880	 0
2010-10-07	9972	 0
2010-10-12	11101	 0
2010-10-12	11122	 0
2010-10-12	11122	 0
2010-10-12	11170	 0
2010-10-12	11217	 0
2010-10-12	17209	 0
2010-10-12	17227	 0
2010-10-12	17757	 0
2010-10-12	17818	 0
2010-10-12	17854	 0
2010-10-12	17864	 0
2010-10-12	17928	 0
2010-10-12	17995	 0
2010-10-12	18052	 0
2010-10-12	18180	 0
2010-10-12	18237	 0
2010-10-12	18249	 0
2010-10-12	18270	 0
2010-10-12	18270	 0
2010-10-12	18270	 0
2010-10-12	18313	 0
2010-10-12	18317	 0
2010-10-12	18317	 0
2010-10-12	18318	 0
2010-10-12	18326	 0
2010-10-13	11224	 0
2010-10-13	11227	 0
2010-10-13	11301	 0
2010-10-13	11323	 0
2010-10-13	11325	 0
2010-10-13	11372	 0
2010-10-13	11372	 0
2010-10-13	11372	 0
2010-10-13	11376	 0
2010-10-13	11387	 0
2010-10-13	11388	 0
2010-10-13	11389	 0
2010-10-13	11390	 0
2010-10-13	11390	 0
2010-10-13	11390	 0
2010-10-13	11392	 0
2010-10-13	11392	 0
2010-10-13	11412	 0
2010-10-13	11419	 0
2010-10-13	11429	 0
2010-10-13	11429	 0
2010-10-13	11430	 0
2010-10-13	11430	 0
2010-10-13	11433	 0
2010-10-13	11450	 0
2010-10-13	11450	 0
2010-10-13	11457	 0
2010-10-14	11457	 0
2010-10-14	11500	 0
2010-10-14	11519	 0
2010-10-14	11527	 0
2010-10-14	11531	 0
2010-10-14	11534	 0
2010-10-14	11536	 0
2010-10-14	11539	 0
2010-10-14	11543	 0
2010-10-14	11548	 0
2010-10-14	11549	 0
2010-10-14	12228	 0
2010-10-14	12248	 0
2010-10-15	12248	 0
2010-10-15	12248	 0
2010-10-16	12249	 0
2010-10-17	12261	 1
2010-10-17	12262	 2
2010-10-17	12365	 2
2010-10-17	12365	 2
2010-10-18	12417	 2
2010-10-18	12444	 2
2010-10-18	12463	 2
2010-10-18	12465	 2
2010-10-19	12489	 2
2010-10-19	12521	 2
2010-10-19	12542	 2
2010-10-19	12542	 2
2010-10-19	12561	 2
2010-10-19	12622	 2
2010-10-20	12622	 3
2010-10-21	12704	 4
2010-10-25	12855	 4
2010-10-25	12855	 4
2010-10-25	13763	 4
2010-10-25	13763	 4
2010-10-26	13703	 4
2010-10-26	13703	 4
2010-10-26	13709	 4
2010-10-26	13759	 4
2010-10-26	13760	 4
2010-10-26	13771	 4
2010-10-26	13771	 4
2010-10-27	13820	 4
2010-10-27	13821	 4
2010-10-27	13821	 4
2010-11-01	13826	 5
2010-11-01	13842	 5
2010-11-01	13893	 5
2010-11-01	13914	 5
2010-11-01	13918	 5
2010-11-01	13923	 5
2010-11-01	13923	 5
2010-11-02	13923	 6
2010-11-02	13923	 7
2010-11-03	13941	 8
2010-11-03	13946	 8
2010-11-03	13951	 8
2010-11-04	13953	 9
2010-11-04	13958	 9
2010-11-06	13960	 9
