2009-05-20	137	 0
2009-05-20	501	 0
2009-05-20	502	 0
2009-05-20	502	 0
2009-05-20	502	 0
2009-05-20	502	 0
2009-05-20	504	 0
2009-05-20	530	 0
2009-05-20	530	 0
2009-05-20	534	 0
2009-05-20	535	 0
2009-05-20	546	 0
2009-05-20	550	 0
2009-05-20	550	 0
2009-05-20	556	 0
2009-05-20	559	 0
2009-05-20	574	 0
2009-05-21	587	 0
2009-05-21	587	 0
2009-05-21	595	 0
2009-05-21	611	 0
2009-05-21	625	 0
2009-05-21	625	 0
2009-05-21	627	 0
2009-05-21	628	 0
2009-05-21	637	 0
2009-05-21	640	 0
2009-05-21	651	 0
2009-05-21	651	 0
2009-05-21	661	 0
2009-05-21	671	 0
2009-05-21	695	 0
2009-05-22	691	 0
2009-05-22	702	 0
2009-05-22	703	 0
2009-05-22	705	 0
2009-05-22	716	 0
2009-05-22	727	 0
2009-05-22	727	 0
2009-05-22	738	 0
2009-05-22	755	 0
2009-05-22	770	 0
2009-05-22	774	 0
2009-05-22	784	 0
2009-05-22	797	 0
2009-05-22	800	 0
2009-05-23	809	 0
2009-05-23	830	 0
2009-05-23	838	 0
2009-05-23	853	 0
2009-05-23	876	 0
2009-05-23	877	 0
2009-05-23	878	 0
2009-05-23	878	 0
2009-05-23	879	 0
2009-05-23	896	 0
2009-05-23	911	 0
2009-05-23	911	 0
2009-05-23	918	 0
2009-05-25	935	 0
2009-05-25	947	 0
2009-05-25	948	 0
2009-05-25	969	 0
2009-05-25	976	 0
2009-05-25	976	 0
2009-05-25	979	 0
2009-06-02	1242	 0
2009-06-03	1243	 0
2009-06-03	1250	 0
2009-06-04	1248	 0
2009-06-04	1248	 0
2009-06-04	1258	 0
2009-06-04	1265	 0
2009-06-04	1267	 0
2009-06-04	1267	 0
2009-06-04	1268	 0
2009-06-05	1273	 0
2009-06-05	1284	 0
2009-06-05	1287	 0
2009-06-05	1293	 0
2009-06-05	1310	 0
2009-06-05	1310	 0
2009-06-05	1316	 0
2009-06-05	1316	 0
2009-06-05	1319	 0
2009-06-05	1319	 0
2009-06-05	1324	 0
2009-06-05	1348	 0
2009-06-05	1378	 0
2009-06-06	1440	 0
2009-06-08	1454	 0
2009-06-08	1457	 0
2009-06-08	1457	 0
2009-06-08	1460	 0
2009-06-08	1472	 0
2009-06-08	1477	 0
2009-06-08	1480	 0
2009-06-08	1480	 0
2009-06-08	1485	 0
2009-06-08	1490	 0
2009-06-08	1504	 0
2009-06-08	1505	 0
2009-06-13	1504	 0
2009-06-14	1511	 0
2009-06-14	1511	 0
2009-06-14	1526	 0
2009-06-14	1534	 0
2009-06-14	1541	 0
2009-06-18	1605	 0
2009-06-18	1614	 0
2009-06-18	1614	 0
2009-06-18	1622	 0
2009-06-18	1625	 0
2009-06-18	1626	 0
2009-06-18	1630	 0
2009-06-18	1632	 0
2009-06-18	1648	 0
2009-06-18	1655	 0
2009-06-18	1659	 0
2009-06-18	1691	 0
2009-06-18	1693	 0
2009-06-20	1693	 0
2009-06-26	1709	 0
2009-06-26	1711	 0
2009-06-26	1741	 0
2009-06-26	1744	 0
2009-06-26	1748	 0
2009-06-26	1757	 0
2009-06-26	1763	 0
2009-06-26	1763	 0
2009-06-26	1775	 0
2009-06-28	1775	 0
2009-06-28	1800	 0
2009-06-28	1847	 0
2009-06-28	1847	 0
2009-07-07	1847	 0
2009-07-09	1850	 0
2009-07-09	1851	 0
2009-07-09	1851	 0
2009-07-09	1852	 0
2009-07-09	1856	 0
2009-07-09	1856	 0
2009-07-09	1856	 0
2009-07-09	1865	 0
2009-07-09	1877	 0
2009-07-21	1876	 0
2009-07-22	1880	 0
2009-07-22	1898	 0
2009-07-22	1902	 0
2009-07-22	1910	 0
2009-07-22	1914	 0
2009-07-22	1917	 0
2009-07-23	1884	 0
2009-07-23	1884	 0
2009-07-24	1953	 0
2009-07-27	1950	 0
2009-07-27	1950	 0
2009-07-27	1950	 0
2009-07-27	1953	 0
2009-07-27	1954	 0
2009-07-27	1956	 0
2009-07-27	1957	 0
2009-07-27	1974	 0
2009-07-27	1998	 0
2009-07-28	1998	 0
2009-07-28	2000	 0
2009-07-28	2002	 0
2009-07-28	2330	 0
2009-07-28	2365	 0
2009-07-28	2378	 0
2009-07-29	2020	 0
2009-07-30	2020	 0
2009-07-30	2024	 0
2009-07-30	2028	 0
2009-07-30	2031	 0
2009-07-30	2032	 0
2009-07-30	2034	 0
2009-07-30	2034	 0
2009-07-30	2038	 0
2009-07-30	2038	 0
2009-07-30	2071	 0
2009-07-30	2076	 0
2009-07-30	2137	 0
2009-07-31	2137	 0
2009-07-31	2137	 0
2009-07-31	2137	 0
2009-07-31	2157	 0
2009-07-31	2158	 0
2009-07-31	2175	 0
2009-07-31	2269	 0
2009-07-31	2281	 0
2009-07-31	2297	 0
2009-07-31	2308	 0
2009-07-31	2378	 0
2009-07-31	2391	 0
2009-07-31	2395	 0
2009-07-31	2399	 0
2009-07-31	2433	 0
2009-08-01	2249	 0
2009-08-01	2252	 0
2009-08-01	2252	 0
2009-08-01	2269	 0
2009-08-01	2272	 0
2009-08-01	2298	 0
2009-08-01	2399	 0
2009-08-02	2399	 0
2009-08-02	2400	 0
2009-08-02	2401	 0
2009-08-02	2401	 0
2009-08-02	2403	 0
2009-08-03	2403	 0
2009-08-03	2403	 0
2009-08-03	2403	 0
2009-08-03	2403	 0
2009-08-03	2406	 0
2009-08-03	2406	 0
2009-08-03	2406	 0
2009-08-03	2417	 0
2009-08-03	2432	 0
2009-08-03	2709	 0
2009-08-03	2790	 0
2009-08-05	2841	 0
2009-08-06	2418	 0
2009-08-06	2423	 0
2009-08-06	2428	 0
2009-08-07	2656	 0
2009-08-07	2664	 0
2009-08-07	2733	 0
2009-08-08	2668	 0
2009-08-08	2678	 0
2009-08-08	2691	 0
2009-08-08	2701	 0
2009-08-08	2702	 0
2009-08-08	2733	 0
2009-08-08	2749	 0
2009-08-08	2763	 0
