1285876085 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1285969966 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286040526 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286046840 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286049949 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286049950 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286049991 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286050327 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286053106 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286053256 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286053258 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286053307 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286054165 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286054397 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286054580 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286054739 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286054790 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286054840 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286055092 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286057777 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1286204428 10 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1286204433 10 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286206114 10 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286220015 11 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286220017 12 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286221427 13 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286222559 14 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286290740 15 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286294309 16 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286308283 17 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286310265 18 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286378923 19 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286379211 20 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286379314 21 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286382202 22 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286385512 23 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286386176 24 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286386588 25 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286386897 26 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286387105 27 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286387545 28 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286390604 29 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286390881 30 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286392627 31 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286401270 32 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286456519 33 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286458430 34 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286460126 35 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286461787 36 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286463933 37 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286465084 38 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286470496 39 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1286473240 39 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
1286487619 40 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
1286487623 41 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
1286494967 41 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0
1286496013 41 0 0 0 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0
1286497146 41 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0
