1242860651 0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242860683 0 0 0 0 0 502 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242864947 0 0 0 0 0 509 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242865237 0 0 0 0 0 513 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242865280 0 0 0 0 0 517 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242865363 0 0 0 0 0 523 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242865691 0 0 0 0 0 526 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242869085 0 0 0 0 0 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242870378 0 0 0 0 0 559 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242870414 0 0 0 0 0 565 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242870432 0 0 0 0 0 580 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242872804 0 0 0 0 0 595 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242873479 0 0 0 0 0 600 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242876815 0 0 0 0 0 610 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242876936 0 0 0 0 0 617 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242877013 0 0 0 0 0 621 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242877030 0 0 0 0 0 636 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242905914 0 0 0 0 0 655 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242906040 0 0 0 0 0 663 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242906065 0 0 0 0 0 671 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924010 0 0 0 0 0 687 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924027 0 0 0 0 0 701 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924657 0 0 0 0 0 708 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924738 0 0 0 0 0 712 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924854 0 0 0 0 0 714 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924871 0 0 0 0 0 723 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242924923 0 0 0 0 0 729 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242947348 0 0 0 0 0 748 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242947632 0 0 0 0 0 750 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242947697 0 0 0 0 0 762 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242947728 0 0 0 0 0 772 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242948293 0 0 0 0 0 796 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242997331 0 0 0 0 0 800 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242997350 0 0 0 0 0 811 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1242997377 0 0 0 0 0 812 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243000198 0 0 0 0 0 816 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243000569 0 0 0 0 0 827 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243000585 0 0 0 0 0 838 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243003046 0 0 0 0 0 839 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243005588 0 0 0 0 0 850 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243005627 0 0 0 0 0 872 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1243005670 0 0 0 0 0 890 0 0 0 0 0 0 0 0 0 0 0 0 0 0
